66	эта	этот	DET	_	Case=Nom|Gender=Fem|Number=Sing	_	_	_	@dap1994m-words#@dap1994m#21.177#21.468
67	вся	весь	DET	_	Case=Nom|Gender=Fem|Number=Sing	_	_	_	@dap1994m-words#@dap1994m#21.468#21.759
68	история	история	NOUN	_	Animacy=Inan|Case=Nom|Gender=Fem|Number=Sing	_	_	_	@dap1994m-words#@dap1994m#21.759#22.051
69	насколько	насколько	ADV	_	Degree=Pos	_	_	_	@dap1994m-words#@dap1994m#22.692#22.974
70	эм	эм	INTJ	_	_	_	_	_	@dap1994m-words#@dap1994m#22.974#23.256
71	/	/	PUNCT	_	_	_	_	_	@dap1994m-words#@dap1994m#23.256#23.538
72	/	/	PUNCT	_	_	_	_	_	@dap1994m-words#@dap1994m#23.538#23.82
73	скажем	скажем	ADV	_	_	_	_	_	@dap1994m-words#@dap1994m#25.423#25.692
74	так	так	PART	_	_	_	_	_	@dap1994m-words#@dap1994m#25.692#25.961
75	комфортно	комфортно	ADV	_	Degree=Pos	_	_	_	@dap1994m-words#@dap1994m#27.397#27.679
76	ты	ты	PRON	_	Case=Nom|Number=Sing|Person=2	_	_	_	@dap1994m-words#@dap1994m#27.679#27.961
77	себя	себя	PRON	_	Case=Acc	_	_	_	@dap1994m-words#@dap1994m#27.961#28.243
78	чувствуешь	чувствовать	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=2|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@dap1994m-words#@dap1994m#28.243#28.525
79	вот	вот	PART	_	_	_	_	_	@dap1994m-words#@dap1994m#28.525#28.807
80	/	/	PUNCT	_	_	_	_	_	@dap1994m-words#@dap1994m#28.807#29.089
81	эээ	эээ	INTJ	_	_	_	_	_	@dap1994m-words#@dap1994m#29.089#29.371
82	/	/	PUNCT	_	_	_	_	_	@dap1994m-words#@dap1994m#29.371#29.653
83	вот	вот	PART	_	_	_	_	_	@dap1994m-words#@dap1994m#29.653#29.935
84	/	/	PUNCT	_	_	_	_	_	@dap1994m-words#@dap1994m#29.935#30.217
85	в	в	ADP	_	_	_	_	_	@dap1994m-words#@dap1994m#30.217#30.499
86	этой	этот	DET	_	Case=Loc|Gender=Fem|Number=Sing	_	_	_	@dap1994m-words#@dap1994m#30.499#30.781
87	/	/	PUNCT	_	_	_	_	_	@dap1994m-words#@dap1994m#30.781#31.063
88	в	в	ADP	_	_	_	_	_	@dap1994m-words#@dap1994m#31.063#31.345
89	этой	этот	DET	_	Case=Loc|Gender=Fem|Number=Sing	_	_	_	@dap1994m-words#@dap1994m#31.345#31.627
90	сфере	сфера	NOUN	_	Animacy=Inan|Case=Loc|Gender=Fem|Number=Sing	_	_	_	@dap1994m-words#@dap1994m#31.627#31.91
91	тебе	ты	PRON	_	Case=Dat|Number=Sing|Person=2	_	_	_	@dap1994m-words#@dap1994m#33.317#33.563
92	нравится	нравиться	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Mid	_	_	_	@dap1994m-words#@dap1994m#33.563#33.809
93	?	?	PUNCT	_	_	_	_	_	@dap1994m-words#@dap1994m#33.809#34.056
94	нет	нет	PART	_	_	_	_	_	@dap1994m-words#@dap1994m#56.134#56.309
95	они	они	PRON	_	Case=Nom|Number=Plur|Person=3	_	_	_	@dap1994m-words#@dap1994m#56.309#56.484
96	/	/	PUNCT	_	_	_	_	_	@dap1994m-words#@dap1994m#56.484#56.659
97	ну	ну	INTJ	_	_	_	_	_	@dap1994m-words#@dap1994m#56.659#56.834
98	как	как	PART	_	_	_	_	_	@dap1994m-words#@dap1994m#56.834#57.01
99	в	в	ADP	_	_	_	_	_	@dap1994m-words#@dap1994m#57.399#57.617
100	любом	любой	DET	_	Case=Loc|Gender=Masc|Number=Sing	_	_	_	@dap1994m-words#@dap1994m#57.617#57.835
101	случае	случай	NOUN	_	Animacy=Inan|Case=Loc|Gender=Masc|Number=Sing	_	_	_	@dap1994m-words#@dap1994m#57.835#58.053
102	/	/	PUNCT	_	_	_	_	_	@dap1994m-words#@dap1994m#58.053#58.271
103	кто-то	кто-то	PRON	_	Case=Nom	_	_	_	@dap1994m-words#@dap1994m#58.271#58.489
104	в	в	ADP	_	_	_	_	_	@dap1994m-words#@dap1994m#58.489#58.707
105	том	тот	DET	_	Case=Loc|Gender=Masc|Number=Sing	_	_	_	@dap1994m-words#@dap1994m#58.707#58.925
106	или...	или	SCONJ	_	Animacy=Anim|Case=Dat|Gender=Fem|Number=Sing	_	_	_	@dap1994m-words#@dap1994m#58.925#59.143
107	в	в	ADP	_	_	_	_	_	@dap1994m-words#@dap1994m#59.143#59.361
108	той	тот	DET	_	Case=Loc|Gender=Fem|Number=Sing	_	_	_	@dap1994m-words#@dap1994m#59.361#59.579
109	или	или	CCONJ	_	_	_	_	_	@dap1994m-words#@dap1994m#59.579#59.797
110	иной	иной	ADJ	_	Case=Loc|Degree=Pos|Gender=Fem|Number=Sing	_	_	_	@dap1994m-words#@dap1994m#59.797#60.015
111	степени	степень	NOUN	_	Animacy=Inan|Case=Loc|Gender=Fem|Number=Sing	_	_	_	@dap1994m-words#@dap1994m#60.015#60.233
112	соприкасается	соприкасаться	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Mid	_	_	_	@dap1994m-words#@dap1994m#60.233#60.451
113	с	с	ADP	_	_	_	_	_	@dap1994m-words#@dap1994m#60.451#60.669
114	ней	она	PRON	_	Case=Ins|Gender=Fem|Number=Sing|Person=3	_	_	_	@dap1994m-words#@dap1994m#60.669#60.887
115	выходя	выходить	VERB	_	Aspect=Imp|Tense=Pres|VerbForm=Conv|Voice=Act	_	_	_	@dap1994m-words#@dap1994m#60.887#61.105
116	на	на	ADP	_	_	_	_	_	@dap1994m-words#@dap1994m#61.105#61.323
117	улицу	улица	NOUN	_	Animacy=Inan|Case=Acc|Gender=Fem|Number=Sing	_	_	_	@dap1994m-words#@dap1994m#61.323#61.541
118	/	/	PUNCT	_	_	_	_	_	@dap1994m-words#@dap1994m#61.541#61.759
119	конечно	конечно	ADV	_	Degree=Pos	_	_	_	@dap1994m-words#@dap1994m#61.759#61.977
120	блять	блять	INTJ	_	_	_	_	_	@dap1994m-words#@dap1994m#61.977#62.195
121	/	/	PUNCT	_	_	_	_	_	@dap1994m-words#@dap1994m#62.195#62.413
122	просто	просто	ADV	_	_	_	_	_	@dap1994m-words#@dap1994m#62.413#62.631
123	смотря	смотреть	VERB	_	Aspect=Imp|Tense=Pres|VerbForm=Conv|Voice=Act	_	_	_	@dap1994m-words#@dap1994m#62.631#62.849
124	на	на	ADP	_	_	_	_	_	@dap1994m-words#@dap1994m#62.849#63.067
125	людей	человек	NOUN	_	Animacy=Anim|Case=Acc|Gender=Masc|Number=Plur	_	_	_	@dap1994m-words#@dap1994m#63.067#63.285
126	как	как	ADV	_	_	_	_	_	@dap1994m-words#@dap1994m#63.285#63.503
127	они	они	PRON	_	Case=Nom|Number=Plur|Person=3	_	_	_	@dap1994m-words#@dap1994m#63.503#63.721
128	выглядят	выглядеть	VERB	_	Aspect=Imp|Mood=Ind|Number=Plur|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@dap1994m-words#@dap1994m#63.721#63.939
129	там	там	INTJ	_	_	_	_	_	@dap1994m-words#@dap1994m#63.939#64.157
130	типа	типа	PART	_	_	_	_	_	@dap1994m-words#@dap1994m#64.157#64.375
131	реклама	реклама	NOUN	_	Animacy=Inan|Case=Gen|Gender=Fem|Number=Sing	_	_	_	@dap1994m-words#@dap1994m#64.375#64.593
132	/	/	PUNCT	_	_	_	_	_	@dap1994m-words#@dap1994m#64.593#64.811
133	ии	и	CCONJ	_	Animacy=Inan|Case=Gen|Gender=Fem|Number=Sing	_	_	_	@dap1994m-words#@dap1994m#64.811#65.029
134	/	/	PUNCT	_	_	_	_	_	@dap1994m-words#@dap1994m#65.029#65.247
135	ну	ну	INTJ	_	_	_	_	_	@dap1994m-words#@dap1994m#65.247#65.465
136	нет	нет	PART	_	_	_	_	_	@dap1994m-words#@dap1994m#65.465#65.683
137	это	этот	PRON	_	Case=Nom|Number=Sing	_	_	_	@dap1994m-words#@dap1994m#65.683#65.901
138	в	в	ADP	_	_	_	_	_	@dap1994m-words#@dap1994m#65.901#66.119
139	любом	любой	DET	_	Case=Loc|Gender=Masc|Number=Sing	_	_	_	@dap1994m-words#@dap1994m#66.119#66.337
140	с[нрзб]	с[нрзб]	X	_	_	_	_	_	@dap1994m-words#@dap1994m#66.337#66.555
141	проще	простой	ADV	_	Degree=Pos	_	_	_	@dap1994m-words#@dap1994m#66.555#66.773
142	/	/	PUNCT	_	_	_	_	_	@dap1994m-words#@dap1994m#66.773#66.991
143	ну	ну	INTJ	_	_	_	_	_	@dap1994m-words#@dap1994m#66.991#67.211
144	вопрос	вопрос	NOUN	_	Animacy=Inan|Case=Nom|Gender=Masc|Number=Sing	_	_	_	@dap1994m-words#@dap1994m#67.601#67.837
145	только	только	ADV	_	_	_	_	_	@dap1994m-words#@dap1994m#67.837#68.073
146	в	в	ADP	_	_	_	_	_	@dap1994m-words#@dap1994m#68.073#68.309
147	том	тот	PRON	_	Case=Loc|Number=Sing	_	_	_	@dap1994m-words#@dap1994m#68.309#68.545
148	насколько	насколько	ADV	_	Degree=Pos	_	_	_	@dap1994m-words#@dap1994m#68.545#68.781
149	ты	ты	PRON	_	Case=Nom|Number=Sing|Person=2	_	_	_	@dap1994m-words#@dap1994m#68.781#69.017
150	в	в	ADP	_	_	_	_	_	@dap1994m-words#@dap1994m#69.017#69.253
151	это	это	PRON	_	Case=Acc|Number=Sing	_	_	_	@dap1994m-words#@dap1994m#69.253#69.489
152	погружен	погрузить	VERB	_	Aspect=Perf|Gender=Masc|Number=Sing|Tense=Past|Variant=Short|VerbForm=Part|Voice=Pass	_	_	_	@dap1994m-words#@dap1994m#69.489#69.727
153	э	э	INTJ	_	_	_	_	_	@dap1994m-words#@dap1994m#70.129#70.366
154	/	/	PUNCT	_	_	_	_	_	@dap1994m-words#@dap1994m#70.366#70.603
155	мне	я	PRON	_	Case=Dat|Number=Sing|Person=1	_	_	_	@dap1994m-words#@dap1994m#70.603#70.84
156	хотелось	хотеться	VERB	_	Aspect=Imp|Gender=Neut|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Mid	_	_	_	@dap1994m-words#@dap1994m#70.84#71.077
157	у	у	ADP	_	_	_	_	_	@dap1994m-words#@dap1994m#71.077#71.314
158	тебя	ты	PRON	_	Case=Gen|Number=Sing|Person=2	_	_	_	@dap1994m-words#@dap1994m#71.314#71.551
159	спросить	спросить	VERB	_	Aspect=Perf|VerbForm=Inf|Voice=Act	_	_	_	@dap1994m-words#@dap1994m#71.551#71.788
160	/	/	PUNCT	_	_	_	_	_	@dap1994m-words#@dap1994m#71.788#72.025
161	ээ	ээ	INTJ	_	_	_	_	_	@dap1994m-words#@dap1994m#72.025#72.27
162	ты	ты	PRON	_	Case=Nom|Number=Sing|Person=2	_	_	_	@dap1994m-words#@dap1994m#73.016#73.26
163	/	/	PUNCT	_	_	_	_	_	@dap1994m-words#@dap1994m#73.26#73.504
164	э	э	INTJ	_	_	_	_	_	@dap1994m-words#@dap1994m#73.504#73.748
165	/	/	PUNCT	_	_	_	_	_	@dap1994m-words#@dap1994m#73.748#73.992
166	веду...	ведущий	NOUN	_	Animacy=Anim|Case=Nom|Gender=Fem|Number=Sing	_	_	_	@dap1994m-words#@dap1994m#73.992#74.236
167	провела	провести	VERB	_	Aspect=Perf|Gender=Fem|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@dap1994m-words#@dap1994m#74.236#74.48
168	вот	вот	PART	_	_	_	_	_	@dap1994m-words#@dap1994m#74.48#74.724
169	сезон	сезон	NOUN	_	Animacy=Inan|Case=Acc|Gender=Masc|Number=Sing	_	_	_	@dap1994m-words#@dap1994m#74.724#74.968
170	/	/	PUNCT	_	_	_	_	_	@dap1994m-words#@dap1994m#74.968#75.212
171	э	э	INTJ	_	_	_	_	_	@dap1994m-words#@dap1994m#75.212#75.456
172	/	/	PUNCT	_	_	_	_	_	@dap1994m-words#@dap1994m#75.456#75.7
173	подиума	подиум	NOUN	_	Animacy=Inan|Case=Gen|Gender=Masc|Number=Sing	_	_	_	@dap1994m-words#@dap1994m#75.7#75.945
174	эээ	эээ	INTJ	_	_	_	_	_	@dap1994m-words#@dap1994m#76.494#76.87
175	/	/	PUNCT	_	_	_	_	_	@dap1994m-words#@dap1994m#76.87#77.246
176	cмысл	cмысл	NOUN	_	Animacy=Inan|Case=Acc|Gender=Masc|Number=Sing	_	_	_	@dap1994m-words#@dap1994m#77.246#77.622
177	/	/	PUNCT	_	_	_	_	_	@dap1994m-words#@dap1994m#77.622#77.998
178	шоу	шоу	NOUN	_	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing	_	_	_	@dap1994m-words#@dap1994m#77.998#78.374
179	/	/	PUNCT	_	_	_	_	_	@dap1994m-words#@dap1994m#78.374#78.75
180	подиума	подиум	NOUN	_	Animacy=Inan|Case=Gen|Gender=Masc|Number=Sing	_	_	_	@dap1994m-words#@dap1994m#78.75#79.128
181	в	в	ADP	_	_	_	_	_	@dap1994m-words#@dap1994m#79.543#79.758
182	том	тот	DET	_	Case=Loc|Gender=Masc|Number=Sing	_	_	_	@dap1994m-words#@dap1994m#79.758#79.973
183	чтоб...	чтобы	SCONJ	_	Animacy=Anim|Case=Dat|Gender=Masc|Number=Sing	_	_	_	@dap1994m-words#@dap1994m#79.973#80.188
184	/	/	PUNCT	_	_	_	_	_	@dap1994m-words#@dap1994m#80.188#80.403
185	это	этот	PRON	_	Case=Nom|Number=Sing|Person=3	_	_	_	@dap1994m-words#@dap1994m#80.403#80.618
186	если что	если что	X	_	_	_	_	_	@dap1994m-words#@dap1994m#80.618#80.833
187	не	не	PART	_	_	_	_	_	@dap1994m-words#@dap1994m#81.048#81.263
188	промоушн	промоушен	NOUN	_	Aspect=Perf|Gender=Masc|Number=Sing|Tense=Past|Variant=Short|VerbForm=Part|Voice=Pass	_	_	_	@dap1994m-words#@dap1994m#81.263#81.478
189	шоу	шоу	NOUN	_	Animacy=Anim|Case=Dat|Gender=Masc|Number=Sing	_	_	_	@dap1994m-words#@dap1994m#81.478#81.693
190	подума	подум	NOUN	_	Animacy=Inan|Case=Gen|Gender=Masc|Number=Sing	_	_	_	@dap1994m-words#@dap1994m#81.693#81.908
191	п...	п...	X	_	_	_	_	_	@dap1994m-words#@dap1994m#81.908#82.123
192	это	это	PART	_	_	_	_	_	@dap1994m-words#@dap1994m#82.123#82.338
193	просто	просто	PART	_	_	_	_	_	@dap1994m-words#@dap1994m#82.338#82.553
194	Маша	Маша	PROPN	_	Animacy=Inan|Case=Nom|Gender=Fem|Number=Sing	_	_	_	@dap1994m-words#@dap1994m#82.553#82.768
195	Миногарова	Миногарова	PROPN	_	Animacy=Inan|Case=Gen|Gender=Masc|Number=Sing	_	_	_	@dap1994m-words#@dap1994m#82.768#82.983
196	она	она	PRON	_	Case=Nom|Gender=Fem|Number=Sing|Person=3	_	_	_	@dap1994m-words#@dap1994m#82.983#83.198
197	там	там	ADV	_	Degree=Pos	_	_	_	@dap1994m-words#@dap1994m#83.198#83.413
198	снималась	снимать	VERB	_	Aspect=Imp|Gender=Fem|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Mid	_	_	_	@dap1994m-words#@dap1994m#83.413#83.642
199	ээ	ээ	INTJ	_	_	_	_	_	@dap1994m-words#@dap1994m#84.169#84.441
200	/	/	PUNCT	_	_	_	_	_	@dap1994m-words#@dap1994m#84.441#84.713
201	в	в	ADP	_	_	_	_	_	@dap1994m-words#@dap1994m#84.713#84.985
202	том	то	PRON	_	Case=Loc|Number=Sing	_	_	_	@dap1994m-words#@dap1994m#84.985#85.257
203	что	что	SCONJ	_	Case=Nom	_	_	_	@dap1994m-words#@dap1994m#85.257#85.529
204	там	там	ADV	_	Degree=Pos	_	_	_	@dap1994m-words#@dap1994m#85.529#85.801
205	соревнуются	соревноваться	VERB	_	Aspect=Imp|Mood=Ind|Number=Plur|Person=3|Tense=Pres|VerbForm=Fin|Voice=Mid	_	_	_	@dap1994m-words#@dap1994m#85.801#86.073
206	/	/	PUNCT	_	_	_	_	_	@dap1994m-words#@dap1994m#86.073#86.345
207	дизайнеры	дизайнер	NOUN	_	Animacy=Anim|Case=Nom|Gender=Masc|Number=Plur	_	_	_	@dap1994m-words#@dap1994m#86.345#86.617
208	из	из	ADP	_	_	_	_	_	@dap1994m-words#@dap1994m#86.617#86.889
209	России	Россия	PROPN	_	Animacy=Inan|Case=Gen|Gender=Fem|Number=Sing	_	_	_	@dap1994m-words#@dap1994m#86.889#87.169
210	как	как	ADV	_	_	_	_	_	@dap1994m-words#@dap1994m#88.162#88.453
211	ты	ты	PRON	_	Case=Nom|Number=Sing|Person=2	_	_	_	@dap1994m-words#@dap1994m#88.453#88.744
212	думаешь	думать	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=2|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@dap1994m-words#@dap1994m#88.744#89.035
213	э	э	INTJ	_	_	_	_	_	@dap1994m-words#@dap1994m#89.344#89.591
214	я	я	PRON	_	Case=Nom|Number=Sing|Person=1	_	_	_	@dap1994m-words#@dap1994m#89.591#89.838
215	просто	просто	PART	_	_	_	_	_	@dap1994m-words#@dap1994m#89.838#90.085
216	посмотрел	посмотреть	VERB	_	Aspect=Perf|Gender=Masc|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@dap1994m-words#@dap1994m#90.085#90.332
217	только	только	ADV	_	_	_	_	_	@dap1994m-words#@dap1994m#90.332#90.579
218	одну	один	NUM	_	Case=Acc|Gender=Fem	_	_	_	@dap1994m-words#@dap1994m#90.579#90.826
219	серию	серия	NOUN	_	Animacy=Inan|Case=Acc|Gender=Fem|Number=Sing	_	_	_	@dap1994m-words#@dap1994m#90.826#91.077
220	у	у	ADP	_	_	_	_	_	@dap1994m-words#@dap1994m#92.259#92.582
221	нас	мы	PRON	_	Case=Gen|Number=Plur|Person=1	_	_	_	@dap1994m-words#@dap1994m#92.582#92.905
222	много	много	ADV	_	Degree=Pos	_	_	_	@dap1994m-words#@dap1994m#92.905#93.228
223	пиздатых	пиздатый	ADJ	_	Aspect=Perf|Case=Gen|Number=Plur|Tense=Past|VerbForm=Part|Voice=Pass	_	_	_	@dap1994m-words#@dap1994m#93.228#93.551
224	талантливых	талантливый	ADJ	_	Case=Gen|Degree=Pos|Number=Plur	_	_	_	@dap1994m-words#@dap1994m#93.551#93.874
225	дизайнеров	дизайнер	NOUN	_	Animacy=Anim|Case=Gen|Gender=Masc|Number=Plur	_	_	_	@dap1994m-words#@dap1994m#93.874#94.197
226	в	в	ADP	_	_	_	_	_	@dap1994m-words#@dap1994m#94.197#94.52
227	стране	страна	NOUN	_	Animacy=Inan|Case=Loc|Gender=Fem|Number=Sing	_	_	_	@dap1994m-words#@dap1994m#94.52#94.843
228	?	?	PUNCT	_	_	_	_	_	@dap1994m-words#@dap1994m#94.843#95.174
229	мгм	мгм	INTJ	_	_	_	_	_	@dap1994m-words#@dap1994m#109.847#110.127
230	мгм	мгм	INTJ	_	_	_	_	_	@dap1994m-words#@dap1994m#117.624#117.912
231	возможно	возможно	ADV	_	Degree=Pos	_	_	_	@dap1994m-words#@dap1994m#119.573#119.905
232	/	/	PUNCT	_	_	_	_	_	@dap1994m-words#@dap1994m#119.905#120.237
233	что-то	что-то	PRON	_	Case=Acc	_	_	_	@dap1994m-words#@dap1994m#120.237#120.569
234	/	/	PUNCT	_	_	_	_	_	@dap1994m-words#@dap1994m#120.569#120.901
235	слыхал	слыхать	VERB	_	Aspect=Imp|Gender=Masc|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@dap1994m-words#@dap1994m#120.901#121.237
236	мгм	мгм	INTJ	_	_	_	_	_	@dap1994m-words#@dap1994m#125.349#125.527
